Current,Power,SSID,Voltage,device,time
0.06,14.32,Ananya_R,229.62,light_bulb,2024-11-03T08:38:56.470092741Z
0.06,13.33,Ananya_R,229.55,light_bulb,2024-11-03T08:39:04.50758146Z
0.06,13.56,Ananya_R,229.77,light_bulb,2024-11-03T08:39:12.644964664Z
0.06,13.8,Ananya_R,229.89,light_bulb,2024-11-03T08:39:19.61830675Z
0.06,13.21,Ananya_R,229.87,light_bulb,2024-11-03T08:39:28.021499342Z
0.06,12.98,Ananya_R,229.1,light_bulb,2024-11-03T08:39:35.378280494Z
0.06,13.4,Ananya_R,230.73,light_bulb,2024-11-03T08:39:42.59807336Z
0.06,13.69,Ananya_R,229.87,light_bulb,2024-11-03T08:39:50.540769792Z
0.06,13.34,Ananya_R,229.59,light_bulb,2024-11-03T08:39:58.530377337Z
0.06,13.18,Ananya_R,229.68,light_bulb,2024-11-03T08:40:06.333142111Z
0.06,13.02,Ananya_R,229.52,light_bulb,2024-11-03T08:40:13.684349464Z
0.06,13.86,Ananya_R,233.44,light_bulb,2024-11-03T08:40:24.547235221Z
